year,partner,flow,Manufactured goods,Agri-food products,Minerals & fuels,Precious metals & stones
2015,Libya,Canada imports,18642.933663,0.0,0.0,0.509333
2015,Madagascar,Canada exports,36932.198993,107.941807,5.607693,15.573202
2015,Madagascar,Canada imports,14985.042397,35146.997386,49785.969564,623.378764
2015,Malawi,Canada exports,7951.490848,12961.740861,0.180947,0.0
2015,Malawi,Canada imports,439.236334,3948.886468,0.204404,3.248675
2015,Mali,Canada exports,24006.201939,2704.069099,12.232377,6.065088
2015,Mali,Canada imports,146.959421,1005.635106,0.643368,6.47557
2015,Mauritania,Canada exports,9132.680086,0.0,0.0,0.0
2015,Mauritania,Canada imports,159.342588,130.3575,0.641693,2.504781
2015,Mauritius,Canada exports,7483.217488,7419.12526,6.778825,49873.016976
2015,Mauritius,Canada imports,22307.980727,5937.534908,0.0,129.183018
2015,Morocco,Canada exports,92657.095754,425496.587812,70491.527308,0.774053
2015,Morocco,Canada imports,136699.142419,179501.310907,297115.993005,39362.251784
2015,Mozambique,Canada exports,16334.112258,41904.391418,0.894684,0.0
2015,Mozambique,Canada imports,121.970254,730.794483,0.0,334.586763
2015,Namibia,Canada exports,9683.961376,423.23757,73.819825,1.286737
2015,Namibia,Canada imports,146310.842128,708.971895,131634.201064,15.52964
2015,Niger,Canada exports,6865.595531,2727.287327,3.786491,0.0
2015,Niger,Canada imports,2877.17709,42.608079,0.747246,21.634939
2015,Nigeria,Canada exports,279455.084167,381448.353753,2025.921923,32.208632
2015,Nigeria,Canada imports,5341.373644,18672.295725,1334871.423288,34.778754
2015,Rwanda,Canada exports,47645.286799,7926.471524,1.583289,0.299904
2015,Rwanda,Canada imports,108.645491,1454.63087,0.965053,705.847202
2015,Saint Helena,Canada exports,79.027088,0.0,,
2015,Saint Helena,Canada imports,213.543026,0.17257,,
2015,Sao Tome and Principe,Canada exports,0.0,,,
2015,Sao Tome and Principe,Canada imports,26.647851,,,
2015,Senegal,Canada exports,30293.229988,16741.810135,61.889026,12.145254
2015,Senegal,Canada imports,1659.84194,2493.275467,6680.142909,4.170167
2015,Seychelles,Canada exports,12948.457983,799.876167,,
2015,Seychelles,Canada imports,6048.970005,60.250447,,
2015,Sierra Leone,Canada exports,10501.890394,393.361149,0.544518,45.660728
2015,Sierra Leone,Canada imports,3226.124038,441.452939,0.046912,35.608097
2015,Somalia,Canada exports,1749.291931,18.287412,0.0,0.0
2015,Somalia,Canada imports,286.814983,59.798079,0.165868,3.134746
2015,South Africa,Canada exports,635644.031366,150280.691684,17459.52782,309.458535
2015,South Africa,Canada imports,578042.717094,252159.220532,78368.776121,306438.69631
2015,South Sudan,Canada exports,2713.714599,535.326088,3.211816,
2015,South Sudan,Canada imports,0.551219,0.0,0.0,
2015,Sudan,Canada exports,7893.906024,147380.909576,,0.0
2015,Sudan,Canada imports,1470.453712,123.526737,,38758.785608
2015,Togo,Canada exports,13159.259992,12891.360711,0.0,0.0
2015,Togo,Canada imports,238.486956,1297.034089,56763.690473,0.804211
2015,Tunisia,Canada exports,49143.371844,235952.436582,13.416912,0.0
2015,Tunisia,Canada imports,65886.844015,42160.302935,684.716571,3.875289
2015,Uganda,Canada exports,36560.993843,8125.552164,4.064614,1.982044
2015,Uganda,Canada imports,9777.023613,11416.415149,3.697693,3.394439
2015,United Rep. of Tanzania,Canada exports,55001.30834,52988.841865,52.476412,1.524649
2015,United Rep. of Tanzania,Canada imports,2111.535159,16615.574214,4.909035,106.678526
2015,Zambia,Canada exports,66331.33955,2949.646511,6.251061,0.092149
2015,Zambia,Canada imports,3320.085985,149.080526,0.842746,1991.379405
2015,Zimbabwe,Canada exports,5093.236162,17329.084873,0.0,0.051939
2015,Zimbabwe,Canada imports,615.598027,974.627764,1410.422747,3.024167
2016,Algeria,Canada exports,145068.42101,651349.496161,145.381748,0.219
2016,Algeria,Canada imports,41655.045571,4152.727869,2277924.539215,0.013795
2016,Angola,Canada exports,37609.346798,102624.289564,55.436405,0.772537
2016,Angola,Canada imports,1108.495308,31.936115,1505401.911307,4690.285799
2016,Benin,Canada exports,15935.029819,6415.863758,3.714384,0.0
2016,Benin,Canada imports,530.151579,229.629634,0.0,299.663189
2016,Botswana,Canada exports,25662.113438,38.166416,0.651828,567460.109414
2016,Botswana,Canada imports,563.027499,1.643365,0.322465,631902.11276
2016,Br. Indian Ocean Terr.,Canada exports,428.644052,,,
2016,Br. Indian Ocean Terr.,Canada imports,16.697484,,,
2016,Burkina Faso,Canada exports,50097.462754,9067.632161,169.630434,12.355414
2016,Burkina Faso,Canada imports,30258.554998,746.05834,52715.470613,0.3673
2016,Burundi,Canada exports,1660.6159,1117.163929,26.497319,
2016,Burundi,Canada imports,23.124368,454.80511,0.0,
2016,Cabo Verde,Canada exports,1718.914829,1117.993371,,1.829601
2016,Cabo Verde,Canada imports,111.215968,0.0,,0.0
2016,Cameroon,Canada exports,17164.490922,72191.070573,19.15822,3.655754
2016,Cameroon,Canada imports,8631.666254,750.286599,3.355706,1.86409
2016,Central African Rep.,Canada exports,1495.700009,0.0,0.0,0.0
2016,Central African Rep.,Canada imports,134.426557,64.672357,0.060354,0.082772
2016,Chad,Canada exports,2498.737162,113.568067,7.264949,
2016,Chad,Canada imports,78.514214,366.37725,0.118984,
2016,Comoros,Canada exports,1295.713022,865.113487,,0.0
2016,Comoros,Canada imports,47.155778,14.50748,,0.013795
2016,Congo,Canada exports,32672.971849,11190.18534,201.464808,0.348331
2016,Congo,Canada imports,30924.479901,258.45146,66677.848686,5.116331
2016,Côte d'Ivoire,Canada exports,81287.795292,14097.092607,113.038672,3.390194
2016,Côte d'Ivoire,Canada imports,18554.118885,210394.261511,305489.97927,1.520932
2016,Dem. Rep. of the Congo,Canada exports,48827.876301,8025.252543,997.312104,0.077599
2016,Dem. Rep. of the Congo,Canada imports,42224.184388,297.140373,461.24579,68.866128
2016,Djibouti,Canada exports,3276.117726,0.129331,0.0,
2016,Djibouti,Canada imports,22.950203,60.876926,0.086221,
2016,Egypt,Canada exports,203039.372509,187196.836715,91409.660681,24.329733
2016,Egypt,Canada imports,107900.084025,41595.68268,6462.909173,1200259.432145
2016,Equatorial Guinea,Canada exports,5425.675201,2639.357808,0.0,
2016,Equatorial Guinea,Canada imports,300.066701,0.0,70221.950423,
2016,Eritrea,Canada exports,301.748003,0.260386,0.0,
2016,Eritrea,Canada imports,44.727805,0.013795,17524.263673,
2016,Eswatini,Canada exports,6140.920019,6992.148538,0.0,0.408686
2016,Eswatini,Canada imports,1893.656421,441.873743,3.205682,0.141402
2016,Ethiopia,Canada exports,152242.384679,741.816286,0.0,0.0
2016,Ethiopia,Canada imports,7180.697499,37935.436604,0.018969,42.477447
2016,Fr. South Antarctic Terr.,Canada exports,81.644023,,,
2016,Fr. South Antarctic Terr.,Canada imports,2.165862,,,
2016,Gabon,Canada exports,7549.47513,6902.749834,1.279514,13.51077
2016,Gabon,Canada imports,1483.453233,85.651557,0.0,0.0
2016,Gambia,Canada exports,1377.074241,352.152573,,
2016,Gambia,Canada imports,217.244905,0.788056,,
2016,Ghana,Canada exports,184846.605936,182761.839803,223.561427,14051.164611
2016,Ghana,Canada imports,7081.748999,81983.400779,2.778028,74.649807
2016,Guinea,Canada exports,14898.495958,6251.575553,6.36653,8.815195
2016,Guinea,Canada imports,1892.626947,332.56325,60400.684579,206.165556
2016,Guinea-Bissau,Canada exports,231.586842,0.0,0.0,2.733193
2016,Guinea-Bissau,Canada imports,20.510159,3.926487,0.034488,0.0
2016,Kenya,Canada exports,106474.634847,44101.565806,51.032256,20.839522
2016,Kenya,Canada imports,11415.904006,23146.596021,75953.174231,311.237444
2016,Lesotho,Canada exports,192.549597,3.560911,0.0,
2016,Lesotho,Canada imports,8772.140325,1.767523,0.013795,
2016,Liberia,Canada exports,15492.26283,1693.512512,0.168992,0.0
2016,Liberia,Canada imports,51861.90724,16.338806,0.41041,5.597442
2016,Libya,Canada exports,21756.911153,505.344185,0.0,0.0
2016,Libya,Canada imports,10215.295769,115.013124,2.395209,4.231708
2016,Madagascar,Canada exports,18478.639636,97.591387,31.661933,18.9237
2016,Madagascar,Canada imports,14862.148797,35664.420152,43621.018669,574.793164
2016,Malawi,Canada exports,5260.621358,19176.831741,3.0798,0.0
2016,Malawi,Canada imports,842.02878,6375.767724,2.284846,3.119462
2016,Mali,Canada exports,40794.663872,2298.760521,126.411489,4.588661
2016,Mali,Canada imports,5926.615237,1039.503298,0.172441,0.824269
2016,Mauritania,Canada exports,20291.90913,462.421839,1.346766,0.079323
2016,Mauritania,Canada imports,93.349333,653.833324,1.400223,0.750119
2016,Mauritius,Canada exports,9420.555546,8790.584639,14.626465,19637.625735
2016,Mauritius,Canada imports,18344.468291,4924.276472,0.001724,164.791733
2016,Morocco,Canada exports,98020.320944,427316.659813,107852.498869,16.393987
2016,Morocco,Canada imports,140525.368978,190709.823157,175657.976941,52089.395153
2016,Mozambique,Canada exports,18618.285989,40310.657564,5.331883,0.0
2016,Mozambique,Canada imports,405.730062,3280.283906,156.719759,1075.3659
2016,Namibia,Canada exports,11747.786113,6797.745198,48.080063,0.29315
2016,Namibia,Canada imports,60627.453413,1781.012639,79242.040537,94.796115
2016,Niger,Canada exports,7751.965964,17819.022633,9.422189,0.0
2016,Niger,Canada imports,2299.622727,31.515358,0.3673,24.717725
2016,Nigeria,Canada exports,116495.425535,338069.846653,166.609263,16.150845
2016,Nigeria,Canada imports,1188.242477,71366.254876,1967268.732978,47.817952
2016,Rwanda,Canada exports,9190.153376,6326.994448,0.168992,0.001724
2016,Rwanda,Canada imports,299.290715,2216.426734,0.0,5803.449092
2016,Saint Helena,Canada exports,107.686097,0.0,,
2016,Saint Helena,Canada imports,43.456913,1289.124043,,
2016,Sao Tome and Principe,Canada exports,111.009039,,,
2016,Sao Tome and Principe,Canada imports,30.442774,,,
2016,Senegal,Canada exports,39787.400185,13404.942842,184.208615,1.026025
2016,Senegal,Canada imports,1397.555086,8146.694276,35.317687,5.606064
2016,Seychelles,Canada exports,2002.063322,137.468421,1.134663,
2016,Seychelles,Canada imports,1297.120143,162.191319,0.0,
2016,Sierra Leone,Canada exports,7535.250454,1187.556161,0.0,0.0
2016,Sierra Leone,Canada imports,2939.302075,122.602263,0.036213,39.616647
2016,Somalia,Canada exports,2954.870069,11.482861,,0.0
2016,Somalia,Canada imports,275.842158,100.040053,,1.729585
2016,South Africa,Canada exports,480288.841955,103136.517602,32331.791711,2120.930507
2016,South Africa,Canada imports,544193.508095,278732.255332,52510.915658,287826.472756
2016,South Sudan,Canada exports,1987.462723,277.280317,1.793389,
2016,South Sudan,Canada imports,3.269486,0.0,0.0,
2016,Sudan,Canada exports,17249.780352,135288.64625,229.767587,
2016,Sudan,Canada imports,170.873735,288.625226,2.308988,
2016,Togo,Canada exports,6940.881762,17065.050965,0.0,0.0
2016,Togo,Canada imports,400.032604,2283.602937,30824.279478,0.796678
2016,Tunisia,Canada exports,88424.69272,168426.723124,89.053822,15.643868
2016,Tunisia,Canada imports,72689.023926,49119.434752,171.784224,8.439274
2016,Uganda,Canada exports,26161.977441,10488.991033,3.909243,0.951876
2016,Uganda,Canada imports,7464.254677,9354.955455,0.032764,10.151615
2016,United Rep. of Tanzania,Canada exports,119025.431464,37927.880229,264.888691,3.933384
2016,United Rep. of Tanzania,Canada imports,4651.621028,17300.395301,12.864115,186.457248
2016,Zambia,Canada exports,29278.616348,2545.577372,329.01441,0.172441
2016,Zambia,Canada imports,3500.808643,130.862197,41.242768,414.291769
2016,Zimbabwe,Canada exports,9829.556818,18622.227996,0.0,0.006898
2016,Zimbabwe,Canada imports,856.113779,827.669599,1412.393653,31.915422
2017,Algeria,Canada exports,224795.226106,776308.097449,105.703916,25.700463
2017,Algeria,Canada imports,1286.919463,5080.525452,1029808.61919,0.103704
2017,Angola,Canada exports,44077.450031,197152.461005,462.916158,0.571195
2017,Angola,Canada imports,1289.854448,6.903718,195287.709927,0.032922
2017,Benin,Canada exports,22159.122789,4521.321034,,
2017,Benin,Canada imports,152.48755,379.029569,,
2017,Botswana,Canada exports,11037.660076,3.955564,0.032922,756079.342332
2017,Botswana,Canada imports,297.445866,0.024691,4.202478,15599.991892
2017,Br. Indian Ocean Terr.,Canada exports,5.695485,0.0,,
2017,Br. Indian Ocean Terr.,Canada imports,176.418462,0.011523,,
2017,Burkina Faso,Canada exports,69974.914501,3572.471388,33.898011,2.757207
2017,Burkina Faso,Canada imports,724.096931,737.494488,1.884777,346.476418
2017,Burundi,Canada exports,2972.162361,1789.815948,0.0,0.0
2017,Burundi,Canada imports,39.85687,303.197318,0.009877,0.079013
2017,Cabo Verde,Canada exports,1559.637707,1686.829733,21.754776,
2017,Cabo Verde,Canada imports,175.287596,2.426342,0.139918,
2017,Cameroon,Canada exports,16583.192225,54985.246471,450.415721,0.0
2017,Cameroon,Canada imports,9060.113708,616.87367,0.378602,68.600961
2017,Central African Rep.,Canada exports,692.263122,28.643679,,0.0
2017,Central African Rep.,Canada imports,124.415065,84.974657,,0.334157
2017,Chad,Canada exports,4063.514351,119.570611,8.069152,0.0
2017,Chad,Canada imports,85.642971,310.636016,0.0,0.854323
2017,Comoros,Canada exports,590.40448,224.818559,,
2017,Comoros,Canada imports,97.965629,1705.901376,,
2017,Congo,Canada exports,16573.635004,7962.926315,5.425525,0.0
2017,Congo,Canada imports,12094.394713,254.820266,1.899592,115.705583
2017,Côte d'Ivoire,Canada exports,27364.720097,14597.127322,143.09823,0.398355
2017,Côte d'Ivoire,Canada imports,26243.524425,245461.782928,124023.42493,2.628812
2017,Dem. Rep. of the Congo,Canada exports,46079.119904,1681.163877,312.306801,0.0
2017,Dem. Rep. of the Congo,Canada imports,51133.432957,291.307582,0.551441,84.979595
2017,Djibouti,Canada exports,2065.400042,0.0,18.520202,
2017,Djibouti,Canada imports,80.123618,778.587575,0.0,
2017,Egypt,Canada exports,223680.784357,127156.124239,93442.541981,7011.235511
2017,Egypt,Canada imports,109263.102218,38477.819008,51388.804664,1108351.215133
2017,Equatorial Guinea,Canada exports,3208.060778,2085.230534,0.0,
2017,Equatorial Guinea,Canada imports,2081.143283,4.294659,51361.919014,
2017,Eritrea,Canada exports,93.476731,2.536631,0.0,
2017,Eritrea,Canada imports,15.465052,1.562143,0.064198,
2017,Eswatini,Canada exports,4752.055655,1655.736666,22.413214,0.319342
2017,Eswatini,Canada imports,1595.438602,507.502256,0.0,0.032922
2017,Ethiopia,Canada exports,146543.475194,164.214322,7.552279,0.0
2017,Ethiopia,Canada imports,8711.554982,29890.040406,1.198356,41.292264
2017,Fr. South Antarctic Terr.,Canada exports,7.47985,,,
2017,Fr. South Antarctic Terr.,Canada imports,0.536627,,,
2017,Gabon,Canada exports,5835.845491,6443.741364,1.344859,7.935818
2017,Gabon,Canada imports,1908.525652,54.671715,0.0,0.0
2017,Gambia,Canada exports,4469.627103,7351.395866,0.314404,0.0
2017,Gambia,Canada imports,740.53647,0.750619,0.0,0.222223
2017,Ghana,Canada exports,205242.330785,260927.586895,3368.122005,16514.915544
2017,Ghana,Canada imports,16639.868882,64238.216535,27694.491954,105.30227
2017,Guinea,Canada exports,16101.45463,628.547767,17.986867,5.514414
2017,Guinea,Canada imports,227.737084,5536.047356,73442.679505,81.109628
2017,Guinea-Bissau,Canada exports,105.429019,0.0,0.0,
2017,Guinea-Bissau,Canada imports,27.53092,0.032922,0.070782,
2017,Kenya,Canada exports,125326.196276,62357.700816,8.362157,69.764749
2017,Kenya,Canada imports,10297.41661,19418.353486,43644.346279,132.278456
2017,Lesotho,Canada exports,379.865785,0.0,,
2017,Lesotho,Canada imports,10881.164287,0.930043,,
2017,Liberia,Canada exports,5768.910376,1053.529692,8.39014,0.016461
2017,Liberia,Canada imports,45690.33229,24.324329,0.322634,0.0
2017,Libya,Canada exports,24732.033317,565.268627,,0.0
2017,Libya,Canada imports,10591.881401,284.305099,,0.074074
2017,Madagascar,Canada exports,23702.72425,28.995943,4.714413,428.066705
2017,Madagascar,Canada imports,22382.043402,45928.637296,57512.31987,951.142655
2017,Malawi,Canada exports,4672.946031,29046.218132,0.0,0.0
2017,Malawi,Canada imports,461.316155,3246.427933,0.342388,0.209054
2017,Mali,Canada exports,45725.359521,995.271139,293.245035,0.0
2017,Mali,Canada imports,1163.650079,2100.842088,2.172844,4.159679
2017,Mauritania,Canada exports,30847.722992,404.492995,74.976283,2.483956
2017,Mauritania,Canada imports,96.436408,588.715588,3.236221,0.0
2017,Mauritius,Canada exports,5529.538701,7861.06932,21.786052,13182.918714
2017,Mauritius,Canada imports,14234.708485,6385.418613,0.0,20.085637
2017,Morocco,Canada exports,69457.458315,453678.709001,118959.729141,0.437861
2017,Morocco,Canada imports,171963.098372,207553.286877,122046.546877,1126.156999
2017,Mozambique,Canada exports,16480.721236,13550.996821,8.865861,0.0
2017,Mozambique,Canada imports,214.723066,2204.473573,0.0,486.470115
2017,Namibia,Canada exports,7820.554012,786.49541,58.918637,1015.108216
2017,Namibia,Canada imports,74848.814022,1642.816475,87063.864122,704.203886
2017,Niger,Canada exports,6314.381433,0.291359,3.216467,0.0
2017,Niger,Canada imports,1599.22791,297.383315,1.651032,18.971232
2017,Nigeria,Canada exports,172283.726178,645262.490485,281.040895,17.664233
2017,Nigeria,Canada imports,14526.835822,52088.088376,1167652.445599,23.023915
2017,Rwanda,Canada exports,5956.021864,6979.640385,0.30782,0.069136
2017,Rwanda,Canada imports,534.31054,1852.311547,0.0,9.137467
2017,Saint Helena,Canada exports,177.875255,50.324381,,
2017,Saint Helena,Canada imports,870.177883,1226.716872,,
2017,Sao Tome and Principe,Canada exports,23.978649,0.0,,
2017,Sao Tome and Principe,Canada imports,18.623906,8.052691,,
2017,Senegal,Canada exports,51755.781535,14491.861266,98.466042,7.524295
2017,Senegal,Canada imports,2394.551322,3017.50237,6.227173,2.727578
2017,Seychelles,Canada exports,14220.254135,87.712111,,
2017,Seychelles,Canada imports,746.207263,248.244121,,
2017,Sierra Leone,Canada exports,7852.86848,1340.54097,0.0,0.0
2017,Sierra Leone,Canada imports,6627.317042,30.964671,0.016461,599.917257
2017,Somalia,Canada exports,7826.708757,8.047753,,0.0
2017,Somalia,Canada imports,374.853429,19.950657,,0.057613
2017,South Africa,Canada exports,427164.991439,86704.864222,18178.576506,1022.620988
2017,South Africa,Canada imports,390254.280112,283315.357058,122798.475962,352009.648405
2017,South Sudan,Canada exports,970.589608,731.80888,,
2017,South Sudan,Canada imports,5.08643,0.0,,
2017,Sudan,Canada exports,12929.92232,68510.840772,36.451102,0.0
2017,Sudan,Canada imports,141.108103,170.420096,2.125107,0.212346
2017,Togo,Canada exports,9945.4801,9605.107398,0.0,0.0
2017,Togo,Canada imports,954.889165,1763.040585,15619.313741,1.002471
2017,Tunisia,Canada exports,58648.386354,34401.486524,65.098073,0.0
2017,Tunisia,Canada imports,65105.969721,52320.966211,733.856621,9.786028
2017,Uganda,Canada exports,28135.534817,8144.452606,2.796713,0.332511
2017,Uganda,Canada imports,3070.998774,18436.843692,755.869834,72.266812
2017,United Rep. of Tanzania,Canada exports,41298.754727,32755.019012,157.012662,7.657629
2017,United Rep. of Tanzania,Canada imports,4675.861263,13057.646034,36.426411,445.982791
2017,Zambia,Canada exports,36275.995646,360.927475,54.617394,178.556738
2017,Zambia,Canada imports,4131.12601,654.440823,1.764613,366.494565
2017,Zimbabwe,Canada exports,5778.255251,33462.999038,0.0,0.001646
2017,Zimbabwe,Canada imports,5654.936485,1437.742811,11633.060451,16.505383
2018,Algeria,Canada exports,114785.193405,493703.212513,8904.74763,3.624678
2018,Algeria,Canada imports,20072.860985,8349.353824,308079.957111,0.0
2018,Angola,Canada exports,34101.149295,122525.767832,216.712745,1.797789
2018,Angola,Canada imports,4774.147256,3.02811,1042137.073984,88.80623
2018,Benin,Canada exports,25117.289267,5173.398596,18.912348,
2018,Benin,Canada imports,269.621405,2219.80492,0.0,
2018,Botswana,Canada exports,19943.772651,20.963961,0.0,874933.153805
2018,Botswana,Canada imports,5383.678426,8.79817,0.413879,74829.259385
2018,Br. Indian Ocean Terr.,Canada exports,793.912821,0.0,,
2018,Br. Indian Ocean Terr.,Canada imports,84.481514,37.483569,,
2018,Burkina Faso,Canada exports,56719.040331,2241.916749,47.547628,1.497079
2018,Burkina Faso,Canada imports,23108.737441,298.078846,18772.215904,221.562894
2018,Burundi,Canada exports,2676.200716,2109.268405,0.586868,0.022634
2018,Burundi,Canada imports,4.854999,581.487608,13.491498,8.411775
2018,Cabo Verde,Canada exports,867.565569,3149.945495,,0.0
2018,Cabo Verde,Canada imports,307.093657,0.449447,,0.32496
2018,Cameroon,Canada exports,18950.633488,69652.941,39.763139,0.105087
2018,Cameroon,Canada imports,10338.170393,1548.568536,4.293999,104.027614
2018,Central African Rep.,Canada exports,377.446686,0.0,1.29984,0.0
2018,Central African Rep.,Canada imports,165.493554,105.744567,0.0,0.153588
2018,Chad,Canada exports,10745.762372,67.564194,10.39387,0.0
2018,Chad,Canada imports,98.286655,387.78397,0.016167,2.108198
2018,Comoros,Canada exports,1572.541206,196.022009,39.297525,0.0
2018,Comoros,Canada imports,240.166449,1608.517995,0.0,0.00485
2018,Congo,Canada exports,13656.435463,5961.913201,47.471643,0.0
2018,Congo,Canada imports,2504.24353,1375.007567,9871.618385,30.521988
2018,Côte d'Ivoire,Canada exports,29333.966853,13038.347013,1062.054931,0.035568
2018,Côte d'Ivoire,Canada imports,21983.040471,297198.555469,222435.76576,3.026493
2018,Dem. Rep. of the Congo,Canada exports,39568.452376,6043.948623,178.514587,0.0
2018,Dem. Rep. of the Congo,Canada imports,136139.410429,802.305196,1.736353,174.89476
2018,Djibouti,Canada exports,5554.052847,15.724183,,
2018,Djibouti,Canada imports,37.490036,1580.661973,,
2018,Egypt,Canada exports,325622.749139,161212.327299,112046.98515,45264.200712
2018,Egypt,Canada imports,138086.919895,35834.070382,19934.080436,966008.011826
2018,Equatorial Guinea,Canada exports,1454.320439,1749.371175,,12.14154
2018,Equatorial Guinea,Canada imports,6.040052,1.298223,,0.0
2018,Eritrea,Canada exports,749.525874,0.0,1.797789,1.961077
2018,Eritrea,Canada imports,307.646574,0.082453,0.016167,0.0
2018,Eswatini,Canada exports,3944.002204,4244.923238,,20.933243
2018,Eswatini,Canada imports,2867.340241,822.360563,,42.561675
2018,Ethiopia,Canada exports,236293.357923,1409.04753,0.0,0.0
2018,Ethiopia,Canada imports,16532.63531,33694.12155,0.494715,161.495414
2018,Fr. South Antarctic Terr.,Canada exports,209.794816,,0.0,0.0
2018,Fr. South Antarctic Terr.,Canada imports,3.110562,,0.129337,0.029101
2018,Gabon,Canada exports,11953.139087,6344.693434,4.78063,18.828279
2018,Gabon,Canada imports,849.878692,32.42163,11.582156,1.29499
2018,Gambia,Canada exports,1741.290827,881.25269,0.016167,0.0
2018,Gambia,Canada imports,1062.918257,204.50492,0.0,0.22634
2018,Ghana,Canada exports,220343.666883,311928.503531,288.805361,2.153466
2018,Ghana,Canada imports,14123.318898,80006.593069,114447.535726,172.831829
2018,Guinea,Canada exports,25070.984893,1578.978971,3.80575,0.0
2018,Guinea,Canada imports,270.044984,169.873239,53055.821341,0.719439
2018,Guinea-Bissau,Canada exports,299.93807,0.0,0.0,
2018,Guinea-Bissau,Canada imports,17.848549,13.868193,0.077602,
2018,Kenya,Canada exports,94220.202342,59130.969356,126.740863,1.692702
2018,Kenya,Canada imports,11895.820025,22445.710743,17575.300961,228.986856
2018,Lesotho,Canada exports,948.997955,0.019401,,0.129337
2018,Lesotho,Canada imports,9982.502493,18.999651,,0.624053
